43	0,1,2,3,4,5	797,43,43,173,43,43	-1,-1,-1,-1,-10,-10
44	0,1,2,3,4,5	798,44,44,174,44,44	-1,-1,-1,-1,-10,-10
45	0,1,2,3,4,5	799,45,45,175,45,45	-1,-1,-1,-1,-10,-10
46	0,1,2,3,4,5	800,46,46,176,46,46	-1,-1,-1,-1,-10,-10
47	0,1,2,3,4,5	801,47,47,177,47,47	-1,-1,-1,-1,-10,-10
48	0,1,2,3,4,5	802,48,48,178,48,48	-1,-1,-1,-1,-10,-10
49	0,1,2,3,4,5	803,49,49,179,49,49	-1,-1,-1,-1,-10,-10
50	0,1,2,3,4,5	804,50,50,180,50,50	-1,-1,-1,-1,-10,-10
51	0,1,2,3,4,5	805,51,51,181,51,26	-1,-1,-1,-1,-10,-1
52	0,1,2,3,4,5	806,52,52,182,77,52	-1,-1,-1,-1,-1,-10
53	0,1,2,3,4,5	807,53,53,183,53,53	-1,-1,-1,-1,-10,-10
54	0,1,2,3,4,5	808,54,54,184,54,54	-1,-1,-1,-1,-10,-10
55	0,1,2,3,4,5	809,55,55,185,55,55	-1,-1,-1,-1,-10,-10
56	0,1,2,3,4,5	810,56,56,186,56,56	-1,-1,-1,-1,-10,-10
57	0,1,2,3,4,5	811,57,57,187,57,57	-1,-1,-1,-1,-10,-10
58	0,1,2,3,4,5	812,58,58,188,58,58	-1,-1,-1,-1,-10,-10
59	0,1,2,3,4,5	813,59,59,189,59,59	-1,-1,-1,-1,-10,-10
60	0,1,2,3,4,5	814,60,60,190,60,60	-1,-1,-1,-1,-10,-10
61	0,1,2,3,4,5	815,61,61,191,61,61	-1,-1,-1,-1,-10,-10
62	0,1,2,3,4,5	816,62,62,192,62,62	-1,-1,-1,-1,-10,-10
63	0,1,2,3,4,5	817,63,63,193,63,63	-1,-1,-1,-1,-10,-10
64	0,1,2,3,4,5	818,64,64,194,64,64	-1,-1,-1,-1,-10,-10
65	0,1,2,3,4,5	819,65,65,195,65,65	-1,-1,-1,-1,-10,-10
66	0,1,2,3,4,5	820,66,66,196,66,66	-1,-1,-1,-1,-10,-10
67	0,1,2,3,4,5	821,67,67,197,67,67	-1,-1,-1,-1,-10,-10
68	0,1,2,3,4,5	822,68,68,198,68,68	-1,-1,-1,-1,-10,-10
69	0,1,2,3,4,5	823,69,69,199,69,69	-1,-1,-1,-1,-10,-10
70	0,1,2,3,4,5	824,70,70,200,70,70	-1,-1,-1,-1,-10,-10
71	0,1,2,3,4,5	825,71,71,201,71,71	-1,-1,-1,-1,-10,-10
72	0,1,2,3,4,5	826,72,72,202,72,72	-1,-1,-1,-1,-10,-10
73	0,1,2,3,4,5	827,73,73,203,73,73	-1,-1,-1,-1,-10,-10
74	0,1,2,3,4,5	828,74,74,204,74,74	-1,-1,-1,-1,-10,-10
75	0,1,2,3,4,5	829,75,75,205,75,75	-1,-1,-1,-1,-10,-10
76	0,1,2,3,4,5	830,76,76,206,76,76	-1,-1,-1,-1,-10,-10
77	0,1,2,3,4,5	831,77,77,207,77,52	-1,-1,-1,-1,-10,-1
78	0,1,2,3,4,5	832,78,78,208,103,78	-1,-1,-1,-1,-1,-10
79	0,1,2,3,4,5	833,79,79,209,79,79	-1,-1,-1,-1,-10,-10
80	0,1,2,3,4,5	834,80,80,210,80,80	-1,-1,-1,-1,-10,-10
81	0,1,2,3,4,5	835,81,81,211,81,81	-1,-1,-1,-1,-10,-10
82	0,1,2,3,4,5	836,82,82,212,82,82	-1,-1,-1,-1,-10,-10
83	0,1,2,3,4,5	837,83,83,213,83,83	-1,-1,-1,-1,-10,-10
84	0,1,2,3,4,5	838,84,84,214,84,84	-1,-1,-1,-1,-10,-10
85	0,1,2,3,4,5	839,85,85,215,85,85	-1,-1,-1,-1,-10,-10
86	0,1,2,3,4,5	840,86,86,216,86,86	-1,-1,-1,-1,-10,-10
87	0,1,2,3,4,5	841,87,87,217,87,87	-1,-1,-1,-1,-10,-10
88	0,1,2,3,4,5	842,88,88,218,88,88	-1,-1,-1,-1,-10,-10
89	0,1,2,3,4,5	843,89,89,219,89,89	-1,-1,-1,-1,-10,-10
90	0,1,2,3,4,5	844,90,90,220,90,90	-1,-1,-1,-1,-10,-10
91	0,1,2,3,4,5	845,91,91,221,91,91	-1,-1,-1,-1,-10,-10
92	0,1,2,3,4,5	846,92,92,222,92,92	-1,-1,-1,-1,-10,-10
93	0,1,2,3,4,5	847,93,93,223,93,93	-1,-1,-1,-1,-10,-10
94	0,1,2,3,4,5	848,94,94,224,94,94	-1,-1,-1,-1,-10,-10
95	0,1,2,3,4,5	849,95,95,225,95,95	-1,-1,-1,-1,-10,-10
96	0,1,2,3,4,5	850,96,96,226,96,96	-1,-1,-1,-1,-10,-10
97	0,1,2,3,4,5	851,97,97,227,97,97	-1,-1,-1,-1,-10,-10
98	0,1,2,3,4,5	852,98,98,228,98,98	-1,-1,-1,-1,-10,-10
99	0,1,2,3,4,5	853,99,99,229,99,99	-1,-1,-1,-1,-10,-10
100	0,1,2,3,4,5	854,100,100,230,100,100	-1,-1,-1,-1,-10,-10
101	0,1,2,3,4,5	855,101,101,231,101,101	-1,-1,-1,-1,-10,-10
102	0,1,2,3,4,5	856,102,102,232,102,102	-1,-1,-1,-1,-10,-10
103	0,1,2,3,4,5	857,103,103,233,103,78	-1,-1,-1,-1,-10,-1
104	0,1,2,3,4,5	858,104,104,234,129,104	-1,-1,-1,-1,-1,-10
105	0,1,2,3,4,5	859,105,105,235,105,105	-1,-1,-1,-1,-10,-10
106	0,1,2,3,4,5	860,106,106,236,106,106	-1,-1,-1,-1,-10,-10
107	0,1,2,3,4,5	861,107,107,237,107,107	-1,-1,-1,-1,-10,-10
108	0,1,2,3,4,5	862,108,108,238,108,108	-1,-1,-1,-1,-10,-10
109	0,1,2,3,4,5	863,109,109,239,109,109	-1,-1,-1,-1,-10,-10
110	0,1,2,3,4,5	864,110,110,240,110,110	-1,-1,-1,-1,-10,-10
111	0,1,2,3,4,5	865,111,111,241,111,111	-1,-1,-1,-1,-10,-10
112	0,1,2,3,4,5	866,112,112,242,112,112	-1,-1,-1,-1,-10,-10
113	0,1,2,3,4,5	867,113,113,243,113,113	-1,-1,-1,-1,-10,-10
114	0,1,2,3,4,5	868,114,114,244,114,114	-1,-1,-1,-1,-10,-10
115	0,1,2,3,4,5	869,115,115,245,115,115	-1,-1,-1,-1,-10,-10
116	0,1,2,3,4,5	870,116,116,246,116,116	-1,-1,-1,-1,-10,-10
117	0,1,2,3,4,5	871,117,117,247,117,117	-1,-1,-1,-1,-10,-10
118	0,1,2,3,4,5	872,118,118,248,118,118	-1,-1,-1,-1,-10,-10
119	0,1,2,3,4,5	873,119,119,249,119,119	-1,-1,-1,-1,-10,-10
120	0,1,2,3,4,5	874,120,120,250,120,120	-1,-1,-1,-1,-10,-10
121	0,1,2,3,4,5	875,121,121,251,121,121	-1,-1,-1,-1,-10,-10
122	0,1,2,3,4,5	876,122,122,252,122,122	-1,-1,-1,-1,-10,-10
123	0,1,2,3,4,5	877,123,123,253,123,123	-1,-1,-1,-1,-10,-10
124	0,1,2,3,4,5	878,124,124,254,124,124	-1,-1,-1,-1,-10,-10
125	0,1,2,3,4,5	879,125,125,255,125,125	-1,-1,-1,-1,-10,-10
126	0,1,2,3,4,5	880,126,126,256,126,126	-1,-1,-1,-1,-10,-10
127	0,1,2,3,4,5	881,127,127,257,127,127	-1,-1,-1,-1,-10,-10
128	0,1,2,3,4,5	882,128,128,258,128,128	-1,-1,-1,-1,-10,-10
129	0,1,2,3,4,5	883,129,129,259,129,104	-1,-1,-1,-1,-10,-1
130	0,1,2,3,4,5	884,130,130,260,155,130	-1,-1,-1,-1,-1,-10
131	0,1,2,3,4,5	885,131,131,261,131,131	-1,-1,-1,-1,-10,-10
132	0,1,2,3,4,5	886,132,132,262,132,132	-1,-1,-1,-1,-10,-10
133	0,1,2,3,4,5	887,133,133,263,133,133	-1,-1,-1,-1,-10,-10
134	0,1,2,3,4,5	888,134,134,264,134,134	-1,-1,-1,-1,-10,-10
135	0,1,2,3,4,5	889,135,135,265,135,135	-1,-1,-1,-1,-10,-10
136	0,1,2,3,4,5	890,136,136,266,136,136	-1,-1,-1,-1,-10,-10
137	0,1,2,3,4,5	891,137,137,267,137,137	-1,-1,-1,-1,-10,-10
138	0,1,2,3,4,5	892,138,138,268,138,138	-1,-1,-1,-1,-10,-10
139	0,1,2,3,4,5	893,139,139,269,139,139	-1,-1,-1,-1,-10,-10
140	0,1,2,3,4,5	894,140,140,270,140,140	-1,-1,-1,-1,-10,-10
141	0,1,2,3,4,5	895,141,141,271,141,141	-1,-1,-1,-1,-10,-10
142	0,1,2,3,4,5	896,142,142,272,142,142	-1,-1,-1,-1,-10,-10
143	0,1,2,3,4,5	897,143,143,273,143,143	-1,-1,-1,-1,-10,-10
144	0,1,2,3,4,5	898,144,144,274,144,144	-1,-1,-1,-1,-10,-10
145	0,1,2,3,4,5	899,145,145,275,145,145	-1,-1,-1,-1,-10,-10
146	0,1,2,3,4,5	900,146,146,276,146,146	-1,-1,-1,-1,-10,-10
147	0,1,2,3,4,5	901,147,147,277,147,147	-1,-1,-1,-1,-10,-10
148	0,1,2,3,4,5	902,148,148,278,148,148	-1,-1,-1,-1,-10,-10
149	0,1,2,3,4,5	903,149,149,279,149,149	-1,-1,-1,-1,-10,-10
150	0,1,2,3,4,5	904,150,150,280,150,150	-1,-1,-1,-1,-10,-10
151	0,1,2,3,4,5	905,151,151,281,151,151	-1,-1,-1,-1,-10,-10
152	0,1,2,3,4,5	906,152,152,282,152,152	-1,-1,-1,-1,-10,-10
153	0,1,2,3,4,5	907,153,153,283,153,153	-1,-1,-1,-1,-10,-10
154	0,1,2,3,4,5	908,154,154,284,154,154	-1,-1,-1,-1,-10,-10
155	0,1,2,3,4,5	909,155,155,285,155,130	-1,-1,-1,-1,-10,-1
156	0,1,2,3,4,5	936,156,0,312,156,156	-20,-1,-20,-20,-10,-10
157	0,1,2,3,4,5	937,157,1,313,181,157	-20,-1,-20,-20,-1,-10
158	0,1,2,3,4,5	938,158,2,314,158,158	-20,-1,-20,-20,-10,-10
159	0,1,2,3,4,5	939,159,3,315,159,159	-20,-1,-20,-20,-10,-10
160	0,1,2,3,4,5	940,160,4,316,160,160	-20,-1,-20,-20,-10,-10
161	0,1,2,3,4,5	941,161,5,317,161,161	-20,-1,-20,-20,-10,-10
162	0,1,2,3,4,5	942,162,6,318,162,162	-20,-1,-20,-20,-10,-10
163	0,1,2,3,4,5	943,163,7,319,163,163	-20,-1,-20,-20,-10,-10
164	0,1,2,3,4,5	944,164,8,320,164,164	-20,-1,-20,-20,-10,-10
165	0,1,2,3,4,5	945,165,9,321,165,165	-20,-1,-20,-20,-10,-10
166	0,1,2,3,4,5	946,166,10,322,166,166	-20,-1,-20,-20,-10,-10
167	0,1,2,3,4,5	947,167,11,323,167,167	-20,-1,-20,-20,-10,-10
168	0,1,2,3,4,5	948,168,12,324,168,168	-20,-1,-20,-20,-10,-10
169	0,1,2,3,4,5	949,169,13,325,169,169	-20,-1,-20,-20,-10,-10
170	0,1,2,3,4,5	950,170,14,326,170,170	-20,-1,-20,-20,-10,-10
171	0,1,2,3,4,5	951,171,15,327,171,171	-20,-1,-20,-20,-10,-10
172	0,1,2,3,4,5	952,172,16,328,172,172	-20,-1,-20,-20,-10,-10
173	0,1,2,3,4,5	953,173,17,329,173,173	-20,-1,-20,-20,-10,-10
174	0,1,2,3,4,5	954,174,18,330,174,174	-20,-1,-20,-20,-10,-10
175	0,1,2,3,4,5	955,175,19,331,175,175	-20,-1,-20,-20,-10,-10
176	0,1,2,3,4,5	956,176,20,332,176,176	-20,-1,-20,-20,-10,-10
177	0,1,2,3,4,5	957,177,21,333,177,177	-20,-1,-20,-20,-10,-10
178	0,1,2,3,4,5	958,178,22,334,178,178	-20,-1,-20,-20,-10,-10
179	0,1,2,3,4,5	959,179,23,335,179,179	-20,-1,-20,-20,-10,-10
180	0,1,2,3,4,5	960,180,24,336,180,180	-20,-1,-20,-20,-10,-10
181	0,1,2,3,4,5	961,181,25,337,181,157	-20,-1,-20,-20,-10,-1
182	0,1,2,3,4,5	936,182,0,312,182,182	-1,-1,-1,-1,-10,-10
183	0,1,2,3,4,5	937,183,1,313,207,183	-1,-1,-1,-1,-1,-10
184	0,1,2,3,4,5	938,184,2,314,184,184	-1,-1,-1,-1,-10,-10
185	0,1,2,3,4,5	939,185,3,315,185,185	-1,-1,-1,-1,-10,-10
186	0,1,2,3,4,5	940,186,4,316,186,186	-1,-1,-1,-1,-10,-10
187	0,1,2,3,4,5	941,187,5,317,187,187	-1,-1,-1,-1,-10,-10
188	0,1,2,3,4,5	942,188,6,318,188,188	-1,-1,-1,-1,-10,-10
189	0,1,2,3,4,5	943,189,7,319,189,189	-1,-1,-1,-1,-10,-10
190	0,1,2,3,4,5	944,190,8,320,190,190	-1,-1,-1,-1,-10,-10
191	0,1,2,3,4,5	945,191,9,321,191,191	-1,-1,-1,-1,-10,-10
192	0,1,2,3,4,5	946,192,10,322,192,192	-1,-1,-1,-1,-10,-10
193	0,1,2,3,4,5	947,193,11,323,193,193	-1,-1,-1,-1,-10,-10
194	0,1,2,3,4,5	948,194,12,324,194,194	-1,-1,-1,-1,-10,-10
195	0,1,2,3,4,5	949,195,13,325,195,195	-1,-1,-1,-1,-10,-10
196	0,1,2,3,4,5	950,196,14,326,196,196	-1,-1,-1,-1,-10,-10
197	0,1,2,3,4,5	951,197,15,327,197,197	-1,-1,-1,-1,-10,-10
198	0,1,2,3,4,5	952,198,16,328,198,198	-1,-1,-1,-1,-10,-10
199	0,1,2,3,4,5	953,199,17,329,199,199	-1,-1,-1,-1,-10,-10
200	0,1,2,3,4,5	954,200,18,330,200,200	-1,-1,-1,-1,-10,-10
201	0,1,2,3,4,5	955,201,19,331,201,201	-1,-1,-1,-1,-10,-10
202	0,1,2,3,4,5	956,202,20,332,202,202	-1,-1,-1,-1,-10,-10
203	0,1,2,3,4,5	957,203,21,333,203,203	-1,-1,-1,-1,-10,-10
204	0,1,2,3,4,5	958,204,22,334,204,204	-1,-1,-1,-1,-10,-10
205	0,1,2,3,4,5	959,205,23,335,205,205	-1,-1,-1,-1,-10,-10
206	0,1,2,3,4,5	960,206,24,336,206,206	-1,-1,-1,-1,-10,-10
207	0,1,2,3,4,5	961,207,25,337,207,183	-1,-1,-1,-1,-10,-1
208	0,1,2,3,4,5	962,208,26,338,208,208	-1,-1,-1,-1,-10,-10
209	0,1,2,3,4,5	963,209,27,339,233,209	-1,-1,-1,-1,-1,-10
210	0,1,2,3,4,5	964,210,28,340,210,210	-1,-1,-1,-1,-10,-10
211	0,1,2,3,4,5	965,211,29,341,211,211	-1,-1,-1,-1,-10,-10
212	0,1,2,3,4,5	966,212,30,342,212,212	-1,-1,-1,-1,-10,-10
213	0,1,2,3,4,5	967,213,31,343,213,213	-1,-1,-1,-1,-10,-10
214	0,1,2,3,4,5	968,214,32,344,214,214	-1,-1,-1,-1,-10,-10
215	0,1,2,3,4,5	969,215,33,345,215,215	-1,-1,-1,-1,-10,-10
216	0,1,2,3,4,5	970,216,34,346,216,216	-1,-1,-1,-1,-10,-10
217	0,1,2,3,4,5	971,217,35,347,217,217	-1,-1,-1,-1,-10,-10
218	0,1,2,3,4,5	972,218,36,348,218,218	-1,-1,-1,-1,-10,-10
219	0,1,2,3,4,5	973,219,37,349,219,219	-1,-1,-1,-1,-10,-10
220	0,1,2,3,4,5	974,220,38,350,220,220	-1,-1,-1,-1,-10,-10
221	0,1,2,3,4,5	975,221,39,351,221,221	-1,-1,-1,-1,-10,-10
222	0,1,2,3,4,5	976,222,40,352,222,222	-1,-1,-1,-1,-10,-10
223	0,1,2,3,4,5	977,223,41,353,223,223	-1,-1,-1,-1,-10,-10
224	0,1,2,3,4,5	978,224,42,354,224,224	-1,-1,-1,-1,-10,-10
225	0,1,2,3,4,5	979,225,43,355,225,225	-1,-1,-1,-1,-10,-10
226	0,1,2,3,4,5	980,226,44,356,226,226	-1,-1,-1,-1,-10,-10
227	0,1,2,3,4,5	981,227,45,357,227,227	-1,-1,-1,-1,-10,-10
228	0,1,2,3,4,5	982,228,46,358,228,228	-1,-1,-1,-1,-10,-10
229	0,1,2,3,4,5	983,229,47,359,229,229	-1,-1,-1,-1,-10,-10
230	0,1,2,3,4,5	984,230,48,360,230,230	-1,-1,-1,-1,-10,-10
231	0,1,2,3,4,5	985,231,49,361,231,231	-1,-1,-1,-1,-10,-10
232	0,1,2,3,4,5	986,232,50,362,232,232	-1,-1,-1,-1,-10,-10
233	0,1,2,3,4,5	987,233,51,363,233,209	-1,-1,-1,-1,-10,-1
234	0,1,2,3,4,5	988,234,52,364,234,234	-1,-1,-1,-1,-10,-10
235	0,1,2,3,4,5	989,235,53,365,259,235	-1,-1,-1,-1,-1,-10
236	0,1,2,3,4,5	990,236,54,366,236,236	-1,-1,-1,-1,-10,-10
237	0,1,2,3,4,5	991,237,55,367,237,237	-1,-1,-1,-1,-10,-10
238	0,1,2,3,4,5	992,238,56,368,238,238	-1,-1,-1,-1,-10,-10
239	0,1,2,3,4,5	993,239,57,369,239,239	-1,-1,-1,-1,-10,-10
240	0,1,2,3,4,5	994,240,58,370,240,240	-1,-1,-1,-1,-10,-10
241	0,1,2,3,4,5	995,241,59,371,241,241	-1,-1,-1,-1,-10,-10
242	0,1,2,3,4,5	996,242,60,372,242,242	-1,-1,-1,-1,-10,-10
243	0,1,2,3,4,5	997,243,61,373,243,243	-1,-1,-1,-1,-10,-10
244	0,1,2,3,4,5	998,244,62,374,244,244	-1,-1,-1,-1,-10,-10
245	0,1,2,3,4,5	999,245,63,375,245,245	-1,-1,-1,-1,-10,-10
246	0,1,2,3,4,5	1000,246,64,376,246,246	-1,-1,-1,-1,-10,-10
247	0,1,2,3,4,5	1001,247,65,377,247,247	-1,-1,-1,-1,-10,-10
248	0,1,2,3,4,5	1002,248,66,378,248,248	-1,-1,-1,-1,-10,-10
249	0,1,2,3,4,5	1003,249,67,379,249,249	-1,-1,-1,-1,-10,-10
250	0,1,2,3,4,5	1004,250,68,380,250,250	-1,-1,-1,-1,-10,-10
251	0,1,2,3,4,5	1005,251,69,381,251,251	-1,-1,-1,-1,-10,-10
252	0,1,2,3,4,5	1006,252,70,382,252,252	-1,-1,-1,-1,-10,-10
253	0,1,2,3,4,5	1007,253,71,383,253,253	-1,-1,-1,-1,-10,-10
254	0,1,2,3,4,5	1008,254,72,384,254,254	-1,-1,-1,-1,-10,-10
255	0,1,2,3,4,5	1009,255,73,385,255,255	-1,-1,-1,-1,-10,-10
256	0,1,2,3,4,5	1010,256,74,386,256,256	-1,-1,-1,-1,-10,-10
257	0,1,2,3,4,5	1011,257,75,387,257,257	-1,-1,-1,-1,-10,-10
258	0,1,2,3,4,5	1012,258,76,388,258,258	-1,-1,-1,-1,-10,-10
259	0,1,2,3,4,5	1013,259,77,389,259,235	-1,-1,-1,-1,-10,-1
260	0,1,2,3,4,5	1014,260,78,390,260,260	-1,-1,-1,-1,-10,-10
261	0,1,2,3,4,5	1015,261,79,391,285,261	-1,-1,-1,-1,-1,-10
262	0,1,2,3,4,5	1016,262,80,392,262,262	-1,-1,-1,-1,-10,-10
263	0,1,2,3,4,5	1017,263,81,393,263,263	-1,-1,-1,-1,-10,-10
264	0,1,2,3,4,5	1018,264,82,394,264,264	-1,-1,-1,-1,-10,-10
265	0,1,2,3,4,5	1019,265,83,395,265,265	-1,-1,-1,-1,-10,-10
266	0,1,2,3,4,5	1020,266,84,396,266,266	-1,-1,-1,-1,-10,-10
267	0,1,2,3,4,5	1021,267,85,397,267,267	-1,-1,-1,-1,-10,-10
268	0,1,2,3,4,5	1022,268,86,398,268,268	-1,-1,-1,-1,-10,-10
269	0,1,2,3,4,5	1023,269,87,399,269,269	-1,-1,-1,-1,-10,-10
270	0,1,2,3,4,5	1024,270,88,400,270,270	-1,-1,-1,-1,-10,-10
271	0,1,2,3,4,5	1025,271,89,401,271,271	-1,-1,-1,-1,-10,-10
272	0,1,2,3,4,5	1026,272,90,402,272,272	-1,-1,-1,-1,-10,-10
273	0,1,2,3,4,5	1027,273,91,403,273,273	-1,-1,-1,-1,-10,-10
274	0,1,2,3,4,5	1028,274,92,404,274,274	-1,-1,-1,-1,-10,-10
275	0,1,2,3,4,5	1029,275,93,405,275,275	-1,-1,-1,-1,-10,-10
276	0,1,2,3,4,5	1030,276,94,406,276,276	-1,-1,-1,-1,-10,-10
277	0,1,2,3,4,5	1031,277,95,407,277,277	-1,-1,-1,-1,-10,-10
278	0,1,2,3,4,5	1032,278,96,408,278,278	-1,-1,-1,-1,-10,-10
279	0,1,2,3,4,5	1033,279,97,409,279,279	-1,-1,-1,-1,-10,-10
280	0,1,2,3,4,5	1034,280,98,410,280,280	-1,-1,-1,-1,-10,-10
281	0,1,2,3,4,5	1035,281,99,411,281,281	-1,-1,-1,-1,-10,-10
282	0,1,2,3,4,5	1036,282,100,412,282,282	-1,-1,-1,-1,-10,-10
283	0,1,2,3,4,5	1037,283,101,413,283,283	-1,-1,-1,-1,-10,-10
284	0,1,2,3,4,5	1038,284,102,414,284,284	-1,-1,-1,-1,-10,-10
285	0,1,2,3,4,5	1039,285,103,415,285,261	-1,-1,-1,-1,-10,-1
286	0,1,2,3,4,5	1040,286,104,416,286,286	-1,-1,-1,-1,-10,-10
287	0,1,2,3,4,5	1041,287,105,417,311,287	-1,-1,-1,-1,-1,-10
288	0,1,2,3,4,5	1042,288,106,418,288,288	-1,-1,-1,-1,-10,-10
289	0,1,2,3,4,5	1043,289,107,419,289,289	-1,-1,-1,-1,-10,-10
290	0,1,2,3,4,5	1044,290,108,420,290,290	-1,-1,-1,-1,-10,-10
291	0,1,2,3,4,5	1045,291,109,421,291,291	-1,-1,-1,-1,-10,-10
292	0,1,2,3,4,5	1046,292,110,422,292,292	-1,-1,-1,-1,-10,-10
293	0,1,2,3,4,5	1047,293,111,423,293,293	-1,-1,-1,-1,-10,-10
294	0,1,2,3,4,5	1048,294,112,424,294,294	-1,-1,-1,-1,-10,-10
295	0,1,2,3,4,5	1049,295,113,425,295,295	-1,-1,-1,-1,-10,-10
296	0,1,2,3,4,5	1050,296,114,426,296,296	-1,-1,-1,-1,-10,-10
297	0,1,2,3,4,5	1051,297,115,427,297,297	-1,-1,-1,-1,-10,-10
298	0,1,2,3,4,5	1052,298,116,428,298,298	-1,-1,-1,-1,-10,-10
299	0,1,2,3,4,5	1053,299,117,429,299,299	-1,-1,-1,-1,-10,-10
300	0,1,2,3,4,5	1054,300,118,430,300,300	-1,-1,-1,-1,-10,-10
301	0,1,2,3,4,5	1055,301,119,431,301,301	-1,-1,-1,-1,-10,-10
302	0,1,2,3,4,5	1056,302,120,432,302,302	-1,-1,-1,-1,-10,-10
303	0,1,2,3,4,5	1057,303,121,433,303,303	-1,-1,-1,-1,-10,-10
304	0,1,2,3,4,5	1058,304,122,434,304,304	-1,-1,-1,-1,-10,-10
305	0,1,2,3,4,5	1059,305,123,435,305,305	-1,-1,-1,-1,-10,-10
306	0,1,2,3,4,5	1060,306,124,436,306,306	-1,-1,-1,-1,-10,-10
307	0,1,2,3,4,5	1061,307,125,437,307,307	-1,-1,-1,-1,-10,-10
308	0,1,2,3,4,5	1062,308,126,438,308,308	-1,-1,-1,-1,-10,-10
309	0,1,2,3,4,5	1063,309,127,439,309,309	-1,-1,-1,-1,-10,-10
310	0,1,2,3,4,5	1064,310,128,440,310,310	-1,-1,-1,-1,-10,-10
311	0,1,2,3,4,5	1065,311,129,441,311,287	-1,-1,-1,-1,-10,-1
312	0,1,2,3,4,5	1092,312,156,468,312,312	-20,-1,-20,-20,-10,-10
313	0,1,2,3,4,5	1093,313,157,469,313,313	-20,-1,-20,-20,-10,-10
314	0,1,2,3,4,5	1094,314,158,470,337,314	-20,-1,-20,-20,-1,-10
315	0,1,2,3,4,5	1095,315,159,471,315,315	-20,-1,-20,-20,-10,-10
